NAME,pop,tract_fire_counts,geoid
"Census Tract 509, Sutter County, California",1483,742,06101050900
"Census Tract 509, Riverside County, California",4829,742,06065050900
"Census Tract 506.03, Sutter County, California",4779,50,06101050603
"Census Tract 508, Sutter County, California",3348,226,06101050800
"Census Tract 505.04, Sutter County, California",7377,128,06101050504
"Census Tract 4094, Alameda County, California",5022,1,06001409400
"Census Tract 4515.01, Alameda County, California",4751,1,06001451501
"Census Tract 168.02, San Diego County, California",7236,1,06073016802
"Census Tract 168.02, San Francisco County, California",3642,1,06075016802
"Census Tract 170.30, San Diego County, California",23397,2,06073017030
"Census Tract 1060.10, Los Angeles County, California",3108,2,06037106010
"Census Tract 1061.11, Los Angeles County, California",4482,1,06037106111
"Census Tract 1066.42, Los Angeles County, California",3016,1,06037106642
"Census Tract 2413, Los Angeles County, California",2453,1,06037241300
"Census Tract 9008.06, Los Angeles County, California",4522,1,06037900806
"Census Tract 2014.01, Los Angeles County, California",4814,586,06037201401
"Census Tract 2014.01, Napa County, California",3203,586,06055201401
"Census Tract 4338.02, Los Angeles County, California",3479,6,06037433802
"Census Tract 5433.05, Los Angeles County, California",3356,3,06037543305
"Census Tract 83.01, San Bernardino County, California",6354,34,06071008301
"Census Tract 83.01, San Diego County, California",2996,34,06073008301
"Census Tract 83.01, Fresno County, California",5888,34,06019008301
"Census Tract 1.05, San Bernardino County, California",6439,4,06071000105
"Census Tract 1.05, Nevada County, California",2933,4,06057000105
"Census Tract 1.05, Del Norte County, California",6676,4,06015000105
"Census Tract 429.04, Riverside County, California",10407,1,06065042904
"Census Tract 430.03, Riverside County, California",7129,5,06065043003
"Census Tract 437.01, Riverside County, California",3999,1,06065043701
"Census Tract 424.01, Riverside County, California",2059,3,06065042401
"Census Tract 32.01, Fresno County, California",5139,2,06019003201
"Census Tract 32.01, Ventura County, California",4428,2,06111003201
"Census Tract 32.01, Stanislaus County, California",4666,2,06099003201
"Census Tract 32.01, San Diego County, California",5446,2,06073003201
"Census Tract 64.02, Fresno County, California",2808,7724,06019006402
"Census Tract 64.02, San Bernardino County, California",4566,7724,06071006402
"Census Tract 59.04, Fresno County, California",5942,82,06019005904
"Census Tract 59.04, Sacramento County, California",4825,82,06067005904
"Census Tract 63, Fresno County, California",7855,200,06019006300
"Census Tract 63, San Diego County, California",3715,200,06073006300
"Census Tract 63, Sacramento County, California",5458,200,06067006300
"Census Tract 82, Fresno County, California",6635,287,06019008200
"Census Tract 82, San Diego County, California",2900,287,06073008200
"Census Tract 82, San Bernardino County, California",4894,287,06071008200
"Census Tract 64.03, Fresno County, California",6114,7095,06019006403
"Census Tract 64.03, Kern County, California",6638,7095,06029006403
"Census Tract 54.08, Fresno County, California",2352,6,06019005408
"Census Tract 80, Fresno County, California",5242,8,06019008000
"Census Tract 53.04, Fresno County, California",5315,2,06019005304
"Census Tract 53.04, Ventura County, California",5281,2,06111005304
"Census Tract 1.09, San Bernardino County, California",7059,59,06071000109
"Census Tract 1.09, Madera County, California",2051,59,06039000109
"Census Tract 404.02, Riverside County, California",4512,2,06065040402
"Census Tract 427.20, Riverside County, California",5492,5,06065042720
"Census Tract 430.06, Riverside County, California",5422,2,06065043006
"Census Tract 442, Riverside County, California",6551,2,06065044200
"Census Tract 455.02, Riverside County, California",3828,1,06065045502
"Census Tract 457.05, Riverside County, California",9382,1,06065045705
"Census Tract 53.05, Fresno County, California",3845,39,06019005305
"Census Tract 53.05, Ventura County, California",5736,39,06111005305
"Census Tract 53.05, San Joaquin County, California",7266,39,06077005305
"Census Tract 67, Fresno County, California",6670,6,06019006700
"Census Tract 67, Ventura County, California",3365,6,06111006700
"Census Tract 67, San Bernardino County, California",4257,6,06071006700
"Census Tract 75, Fresno County, California",5287,81,06019007500
"Census Tract 55.15, Fresno County, California",1663,10,06019005515
"Census Tract 53.01, Fresno County, California",5961,12,06019005301
"Census Tract 53.01, Sacramento County, California",1462,12,06067005301
"Census Tract 58.02, Fresno County, California",4840,22,06019005802
"Census Tract 58.02, Kern County, California",9234,22,06029005802
"Census Tract 58.02, Ventura County, California",9306,22,06111005802
"Census Tract 74, Fresno County, California",3385,126,06019007400
"Census Tract 74, San Diego County, California",7505,126,06073007400
"Census Tract 77, Fresno County, California",5807,140,06019007700
"Census Tract 77, Ventura County, California",5925,140,06111007700
"Census Tract 3270, Contra Costa County, California",7635,2,06013327000
"Census Tract 3451.08, Contra Costa County, California",7506,1,06013345108
"Census Tract 3553.04, Contra Costa County, California",8585,3,06013355304
"Census Tract 3560.02, Contra Costa County, California",5438,1,06013356002
"Census Tract 3650.02, Contra Costa County, California",5739,27,06013365002
"Census Tract 3740, Contra Costa County, California",4893,2,06013374000
"Census Tract 3840, Contra Costa County, California",3872,2,06013384000
"Census Tract 3131.01, Contra Costa County, California",7055,3,06013313101
"Census Tract 91.10, Sacramento County, California",1859,12,06067009110
"Census Tract 91.10, San Bernardino County, California",18508,12,06071009110
"Census Tract 89.13, Sacramento County, California",4145,1,06067008913
"Census Tract 90.05, Sacramento County, California",3232,1,06067009005
"Census Tract 93.14, Sacramento County, California",6170,1,06067009314
"Census Tract 94.04, Sacramento County, California",5647,18,06067009404
"Census Tract 95.01, Sacramento County, California",2772,38,06067009501
"Census Tract 35.02, Sacramento County, California",2777,203,06067003502
"Census Tract 35.02, San Diego County, California",4537,203,06073003502
"Census Tract 35.02, Butte County, California",4507,203,06007003502
"Census Tract 35.02, Tulare County, California",12392,203,06107003502
"Census Tract 42.01, Sacramento County, California",5960,1,06067004201
"Census Tract 42.01, San Joaquin County, California",6429,1,06077004201
"Census Tract 42.01, San Bernardino County, California",7114,1,06071004201
"Census Tract 2941.20, Los Angeles County, California",2545,2,06037294120
"Census Tract 3006, Los Angeles County, California",9129,1,06037300600
"Census Tract 3200, Los Angeles County, California",0,1,06037320000
"Census Tract 4006.04, Los Angeles County, California",3616,34,06037400604
"Census Tract 1032, Los Angeles County, California",6726,21,06037103200
"Census Tract 1032, Marin County, California",7260,21,06041103200
"Census Tract 1066.03, Los Angeles County, California",3222,4598,06037106603
"Census Tract 1097, Los Angeles County, California",4568,1,06037109700
"Census Tract 59.11, Ventura County, California",3497,1,06111005911
"Census Tract 59.11, Fresno County, California",5397,1,06019005911
"Census Tract 59.06, Ventura County, California",6574,76,06111005906
"Census Tract 59.06, Fresno County, California",2564,76,06019005906
"Census Tract 5042.02, Santa Clara County, California",4480,1,06085504202
"Census Tract 5104, Santa Clara County, California",3625,1,06085510400
"Census Tract 5123.08, Santa Clara County, California",8558,2,06085512308
"Census Tract 5033.26, Santa Clara County, California",7318,1,06085503326
"Census Tract 5031.15, Santa Clara County, California",6611,5,06085503115
"Census Tract 9108.05, Los Angeles County, California",4687,8,06037910805
"Census Tract 9108.09, Los Angeles County, California",2131,15,06037910809
"Census Tract 41.01, Ventura County, California",6849,6,06111004101
"Census Tract 41.01, Kern County, California",5465,6,06029004101
"Census Tract 41.01, Tulare County, California",9044,6,06107004101
"Census Tract 41.01, San Bernardino County, California",6837,6,06071004101
"Census Tract 47.04, Ventura County, California",1378,133,06111004704
"Census Tract 47.04, Fresno County, California",5229,133,06019004704
"Census Tract 47.04, San Joaquin County, California",5147,133,06077004704
"Census Tract 55, San Bernardino County, California",8934,1,06071005500
"Census Tract 55, San Diego County, California",280,1,06073005500
"Census Tract 2033, Los Angeles County, California",1982,2,06037203300
"Census Tract 9005.04, Los Angeles County, California",6704,1,06037900504
"Census Tract 9006.02, Los Angeles County, California",5765,4,06037900602
"Census Tract 4302, Los Angeles County, California",1092,1,06037430200
"Census Tract 4302, Alameda County, California",6677,1,06001430200
"Census Tract 5552.12, Los Angeles County, California",4849,2,06037555212
"Census Tract 1031.02, Los Angeles County, California",4456,2,06037103102
"Census Tract 4024.04, Los Angeles County, California",1885,2,06037402404
"Census Tract 1081.04, Los Angeles County, California",1922,2,06037108104
"Census Tract 9102.01, Los Angeles County, California",3996,1,06037910201
"Census Tract 9102.05, Los Angeles County, California",1367,4,06037910205
"Census Tract 9202, Los Angeles County, California",5243,16,06037920200
"Census Tract 9203.03, Los Angeles County, California",1616,17,06037920303
"Census Tract 9200.34, Los Angeles County, California",3582,1,06037920034
"Census Tract 9203.12, Los Angeles County, California",4966,20,06037920312
"Census Tract 9302, Los Angeles County, California",419,919,06037930200
"Census Tract 5003, Los Angeles County, California",2904,18,06037500300
"Census Tract 5003, Santa Clara County, California",3987,18,06085500300
"Census Tract 4012.02, Los Angeles County, California",4605,2,06037401202
"Census Tract 4013.11, Los Angeles County, California",6166,1,06037401311
"Census Tract 1203, Los Angeles County, California",5190,2,06037120300
"Census Tract 4034.07, Los Angeles County, California",2233,6,06037403407
"Census Tract 1373.02, Los Angeles County, California",4406,1,06037137302
"Census Tract 4032, Los Angeles County, California",449,81,06037403200
"Census Tract 4033.03, Los Angeles County, California",2818,1,06037403303
"Census Tract 1222, Los Angeles County, California",3739,3,06037122200
"Census Tract 2736, Los Angeles County, California",2251,1,06037273600
"Census Tract 11.02, Kern County, California",6676,33,06029001102
"Census Tract 11.02, Ventura County, California",3728,33,06111001102
"Census Tract 11.02, Santa Barbara County, California",4589,33,06083001102
"Census Tract 11.02, San Joaquin County, California",4887,33,06077001102
"Census Tract 11.02, Orange County, California",3349,33,06059001102
"Census Tract 17.04, Orange County, California",7912,381,06059001704
"Census Tract 17.04, Tulare County, California",7171,381,06107001704
"Census Tract 17.04, San Bernardino County, California",4977,381,06071001704
"Census Tract 17.04, Butte County, California",3318,381,06007001704
"Census Tract 17.04, Santa Barbara County, California",3309,381,06083001704
"Census Tract 17.06, Orange County, California",3822,871,06059001706
"Census Tract 17.06, Santa Barbara County, California",4102,871,06083001706
"Census Tract 17.06, San Bernardino County, California",6487,871,06071001706
"Census Tract 219.23, Orange County, California",7075,59,06059021923
"Census Tract 320.23, Orange County, California",14824,11,06059032023
"Census Tract 5075, Santa Clara County, California",5775,1,06085507500
"Census Tract 5058, Santa Clara County, California",4145,1,06085505800
"Census Tract 5050.06, Santa Clara County, California",10288,1,06085505006
"Census Tract 16.04, Stanislaus County, California",3888,2,06099001604
"Census Tract 16.04, Santa Barbara County, California",4593,2,06083001604
"Census Tract 3.01, Stanislaus County, California",2112,466,06099000301
"Census Tract 3.01, Tulare County, California",7207,466,06107000301
"Census Tract 3.01, Merced County, California",5645,466,06047000301
"Census Tract 3.01, Amador County, California",4984,466,06005000301
"Census Tract 3.01, Mariposa County, California",3578,466,06043000301
"Census Tract 3.01, San Bernardino County, California",9327,466,06071000301
"Census Tract 3.01, Santa Barbara County, California",2868,466,06083000301
"Census Tract 5.04, Stanislaus County, California",8917,219,06099000504
"Census Tract 5.04, Kern County, California",4816,219,06029000504
"Census Tract 5.04, Merced County, California",6638,219,06047000504
"Census Tract 5.04, San Bernardino County, California",4511,219,06071000504
"Census Tract 5.04, Calaveras County, California",388,219,06009000504
"Census Tract 5.06, Stanislaus County, California",4620,50,06099000506
"Census Tract 5.06, Madera County, California",6498,50,06039000506
"Census Tract 5.06, Kern County, California",2275,50,06029000506
"Census Tract 27.01, Stanislaus County, California",4191,1,06099002701
"Census Tract 27.01, Fresno County, California",4168,1,06019002701
"Census Tract 27.01, San Joaquin County, California",6864,1,06077002701
"Census Tract 36.03, Stanislaus County, California",3225,96,06099003603
"Census Tract 36.03, San Diego County, California",4010,96,06073003603
"Census Tract 36.03, San Bernardino County, California",3710,96,06071003603
"Census Tract 1.01, Stanislaus County, California",4602,4809,06099000101
"Census Tract 1.01, Monterey County, California",2306,4809,06053000101
"Census Tract 1.01, Del Norte County, California",3961,4809,06015000101
"Census Tract 1.01, Kern County, California",12629,4809,06029000101
"Census Tract 1.01, Santa Barbara County, California",6216,4809,06083000101
"Census Tract 1.01, Amador County, California",3915,4809,06005000101
"Census Tract 1.01, Mariposa County, California",3907,4809,06043000101
"Census Tract 1.01, Trinity County, California",2585,4809,06105000101
"Census Tract 1.01, Mono County, California",3647,4809,06051000101
"Census Tract 5.05, Stanislaus County, California",5415,68,06099000505
"Census Tract 5.05, Kern County, California",3832,68,06029000505
"Census Tract 5.05, Merced County, California",6952,68,06047000505
"Census Tract 29.02, Stanislaus County, California",8005,67,06099002902
"Census Tract 29.02, San Bernardino County, California",6290,67,06071002902
"Census Tract 29.02, San Diego County, California",7406,67,06073002902
"Census Tract 36.04, Stanislaus County, California",8991,80,06099003604
"Census Tract 16.03, Stanislaus County, California",6250,1,06099001603
"Census Tract 30.02, Stanislaus County, California",7434,53,06099003002
"Census Tract 30.02, Tulare County, California",3434,53,06107003002
"Census Tract 30.02, Butte County, California",3437,53,06007003002
"Census Tract 2623.02, Los Angeles County, California",2976,2,06037262302
"Census Tract 2655.20, Los Angeles County, California",4894,1,06037265520
"Census Tract 1437, Los Angeles County, California",3916,1,06037143700
"Census Tract 5040.01, Los Angeles County, California",5843,1,06037504001
"Census Tract 5040.01, Santa Clara County, California",6344,1,06085504001
"Census Tract 2074, Los Angeles County, California",1384,2,06037207400
"Census Tract 5.08, Madera County, California",7450,50,06039000508
"Census Tract 107, Mendocino County, California",6245,9,06045010700
"Census Tract 107, San Bernardino County, California",4089,9,06071010700
"Census Tract 107, Imperial County, California",4403,9,06025010700
"Census Tract 107, San Francisco County, California",5522,9,06075010700
"Census Tract 107, Humboldt County, California",7555,9,06023010700
"Census Tract 108.01, Mendocino County, California",5510,889,06045010801
"Census Tract 1205, Santa Cruz County, California",5700,19,06087120500
"Census Tract 1223, Santa Cruz County, California",3970,4,06087122300
"Census Tract 202, Placer County, California",6815,4489,06061020200
"Census Tract 202, San Francisco County, California",6181,4489,06075020200
"Census Tract 206.01, Placer County, California",7362,2,06061020601
"Census Tract 206.01, San Diego County, California",6303,2,06073020601
"Census Tract 41.02, Kern County, California",5535,41,06029004102
"Census Tract 41.02, San Joaquin County, California",8728,41,06077004102
"Census Tract 41.02, Tulare County, California",2182,41,06107004102
"Census Tract 102.02, Monterey County, California",4658,1,06053010202
"Census Tract 102.02, San Luis Obispo County, California",5331,1,06079010202
"Census Tract 106.03, Monterey County, California",7683,144,06053010603
"Census Tract 106.03, Shasta County, California",1616,144,06089010603
"Census Tract 106.03, San Luis Obispo County, California",1447,144,06079010603
"Census Tract 1.04, Monterey County, California",3850,46,06053000104
"Census Tract 1.04, San Bernardino County, California",6897,46,06071000104
"Census Tract 1.04, Nevada County, California",3159,46,06057000104
"Census Tract 1.04, Madera County, California",4430,46,06039000104
"Census Tract 1.04, Butte County, California",5387,46,06007000104
"Census Tract 1.04, Del Norte County, California",2334,46,06015000104
"Census Tract 124.01, Monterey County, California",1730,1,06053012401
"Census Tract 124.01, San Luis Obispo County, California",6521,1,06079012401
"Census Tract 124.01, San Diego County, California",3651,1,06073012401
"Census Tract 124.01, San Francisco County, California",4782,1,06075012401
"Census Tract 124.02, Monterey County, California",2827,6,06053012402
"Census Tract 124.02, San Luis Obispo County, California",10116,6,06079012402
"Census Tract 124.02, San Diego County, California",5050,6,06073012402
"Census Tract 124.02, San Francisco County, California",4320,6,06075012402
"Census Tract 141.02, Monterey County, California",2779,3,06053014102
"Census Tract 141.02, San Diego County, California",4199,3,06073014102
"Census Tract 101.01, Monterey County, California",5003,361,06053010101
"Census Tract 101.01, Yolo County, California",7363,361,06113010101
"Census Tract 101.01, Imperial County, California",4047,361,06025010101
"Census Tract 101.01, San Luis Obispo County, California",1743,361,06079010101
"Census Tract 118.01, San Diego County, California",4106,1,06073011801
"Census Tract 118.01, Imperial County, California",4190,1,06025011801
"Census Tract 118.01, Shasta County, California",2355,1,06089011801
"Census Tract 118.01, Monterey County, California",2014,1,06053011801
"Census Tract 95.04, San Diego County, California",6752,134,06073009504
"Census Tract 95.04, Sacramento County, California",2361,134,06067009504
"Census Tract 100.14, San Diego County, California",19418,3,06073010014
"Census Tract 100.14, San Bernardino County, California",5010,3,06071010014
"Census Tract 106.01, San Diego County, California",2126,1,06073010601
"Census Tract 106.01, Shasta County, California",2454,1,06089010601
"Census Tract 33.01, San Diego County, California",3916,1,06073003301
"Census Tract 33.01, Fresno County, California",3120,1,06019003301
"Census Tract 33.01, San Bernardino County, California",5431,1,06071003301
"Census Tract 83.43, San Diego County, California",5052,1,06073008343
"Census Tract 83.60, San Diego County, California",6676,1,06073008360
"Census Tract 85.04, San Diego County, California",6134,3,06073008504
"Census Tract 85.04, Sacramento County, California",4782,3,06067008504
"Census Tract 6201.01, Los Angeles County, California",5558,31,06037620101
"Census Tract 2063, Los Angeles County, California",5702,1,06037206300
"Census Tract 115.04, Orange County, California",6039,38,06059011504
"Census Tract 115.04, San Luis Obispo County, California",1945,38,06079011504
"Census Tract 117.14, Orange County, California",870,2,06059011714
"Census Tract 219.21, Orange County, California",4269,1,06059021921
"Census Tract 87.05, San Bernardino County, California",5032,3,06071008705
"Census Tract 87.05, Sacramento County, California",7915,3,06067008705
"Census Tract 29.01, San Bernardino County, California",4701,328,06071002901
"Census Tract 29.01, Tulare County, California",4088,328,06107002901
"Census Tract 29.01, Stanislaus County, California",4511,328,06099002901
"Census Tract 29.01, Ventura County, California",5709,328,06111002901
"Census Tract 97.16, San Bernardino County, California",7421,1,06071009716
"Census Tract 104.02, San Bernardino County, California",9889,12,06071010402
"Census Tract 104.02, San Diego County, California",6298,12,06073010402
"Census Tract 104.02, Yolo County, California",4296,12,06113010402
"Census Tract 104.09, San Bernardino County, California",2906,25,06071010409
"Census Tract 104.11, San Bernardino County, California",6884,3,06071010411
"Census Tract 100.24, San Bernardino County, California",5417,16,06071010024
"Census Tract 8003.24, Los Angeles County, California",6862,1,06037800324
"Census Tract 8003.26, Los Angeles County, California",4943,90,06037800326
"Census Tract 2672, Los Angeles County, California",6365,1,06037267200
"Census Tract 4024.03, Los Angeles County, California",5234,170,06037402403
"Census Tract 1345.20, Los Angeles County, California",6072,1,06037134520
"Census Tract 2738, Los Angeles County, California",3072,1,06037273800
"Census Tract 3007.01, Los Angeles County, California",6138,20,06037300701
"Census Tract 2060.50, Los Angeles County, California",2010,3,06037206050
"Census Tract 4002.04, Los Angeles County, California",5856,2,06037400204
"Census Tract 28.09, Santa Barbara County, California",5087,29,06083002809
"Census Tract 1511, Sonoma County, California",5679,33,06097151100
"Census Tract 1522.02, Sonoma County, California",6594,1,06097152202
"Census Tract 3.02, Tulare County, California",3264,5726,06107000302
"Census Tract 3.02, Stanislaus County, California",2754,5726,06099000302
"Census Tract 3.02, Ventura County, California",7906,5726,06111000302
"Census Tract 3.02, Mariposa County, California",2837,5726,06043000302
"Census Tract 3.02, Santa Barbara County, California",4057,5726,06083000302
"Census Tract 36.02, Tulare County, California",7171,34,06107003602
"Census Tract 36.02, San Diego County, California",3213,34,06073003602
"Census Tract 36.02, San Joaquin County, California",3383,34,06077003602
"Census Tract 102.01, Yolo County, California",3427,6,06113010201
"Census Tract 102.01, San Luis Obispo County, California",7264,6,06079010201
"Census Tract 105.05, Yolo County, California",4502,38,06113010505
"Census Tract 105.05, Monterey County, California",6270,38,06053010505
"Census Tract 107.03, Yolo County, California",5719,1,06113010703
"Census Tract 107.03, San Luis Obispo County, California",3564,1,06079010703
"Census Tract 107.03, Shasta County, California",3283,1,06089010703
"Census Tract 109.02, Yolo County, California",6240,959,06113010902
"Census Tract 109.02, San Luis Obispo County, California",4306,959,06079010902
"Census Tract 109.02, San Bernardino County, California",2321,959,06071010902
"Census Tract 109.02, Humboldt County, California",4080,959,06023010902
"Census Tract 110.02, Yolo County, California",3794,17,06113011002
"Census Tract 110.02, San Bernardino County, California",1525,17,06071011002
"Census Tract 110.02, Shasta County, California",5094,17,06089011002
"Census Tract 110.02, Mendocino County, California",5978,17,06045011002
"Census Tract 110.02, San Luis Obispo County, California",3313,17,06079011002
"Census Tract 112.03, Yolo County, California",2700,2,06113011203
"Census Tract 112.03, San Bernardino County, California",1432,2,06071011203
"Census Tract 112.03, Monterey County, California",7042,2,06053011203
"Census Tract 112.06, Yolo County, California",8343,98,06113011206
"Census Tract 112.06, San Bernardino County, California",1082,98,06071011206
"Census Tract 102.03, Yolo County, California",5635,1,06113010203
"Census Tract 86, Sacramento County, California",6937,255,06067008600
"Census Tract 86, San Diego County, California",7296,255,06073008600
"Census Tract 86, Ventura County, California",7692,255,06111008600
"Census Tract 94.06, Sacramento County, California",2302,71,06067009406
"Census Tract 95.02, Sacramento County, California",7875,1,06067009502
"Census Tract 95.02, San Diego County, California",4095,1,06073009502
"Census Tract 9203.32, Los Angeles County, California",2358,2,06037920332
"Census Tract 1014, Los Angeles County, California",3851,22,06037101400
"Census Tract 1043.10, Los Angeles County, California",5313,2,06037104310
"Census Tract 3103, Los Angeles County, California",2838,5,06037310300
"Census Tract 4014, Alameda County, California",4331,1,06001401400
"Census Tract 4017, Alameda County, California",3002,1,06001401700
"Census Tract 4022, Alameda County, California",2527,1,06001402200
"Census Tract 4022, Los Angeles County, California",7219,1,06037402200
"Census Tract 202.09, San Diego County, California",5425,1,06073020209
"Census Tract 203.07, San Diego County, California",7447,8,06073020307
"Census Tract 24.01, San Diego County, California",4864,18,06073002401
"Census Tract 24.01, San Bernardino County, California",8782,18,06071002401
"Census Tract 24.01, San Joaquin County, California",5155,18,06077002401
"Census Tract 24.01, Stanislaus County, California",4019,18,06099002401
"Census Tract 24.01, Merced County, California",1393,18,06047002401
"Census Tract 31.15, San Diego County, California",7088,1,06073003115
"Census Tract 31.15, Kern County, California",5471,1,06029003115
"Census Tract 4824.02, Los Angeles County, California",7585,1,06037482402
"Census Tract 4828, Los Angeles County, California",4498,809,06037482800
"Census Tract 9203.26, Los Angeles County, California",6725,58,06037920326
"Census Tract 1013, Los Angeles County, California",4297,4,06037101300
"Census Tract 208.06, San Diego County, California",5998,1,06073020806
"Census Tract 208.06, Placer County, California",3743,1,06061020806
"Census Tract 209.02, San Diego County, California",2158,238,06073020902
"Census Tract 209.04, San Diego County, California",2036,9,06073020904
"Census Tract 85.02, San Diego County, California",6993,45,06073008502
"Census Tract 85.02, Fresno County, California",9146,45,06019008502
"Census Tract 85.10, San Diego County, California",7259,1,06073008510
"Census Tract 85.10, Sacramento County, California",4951,1,06067008510
"Census Tract 95.05, San Diego County, California",7351,6,06073009505
"Census Tract 2527.02, Solano County, California",6729,401,06095252702
"Census Tract 104.01, San Diego County, California",2505,158,06073010401
"Census Tract 104.01, Yolo County, California",4234,158,06113010401
"Census Tract 121.02, San Diego County, California",3652,1,06073012102
"Census Tract 121.02, Shasta County, California",1963,1,06089012102
"Census Tract 121.02, San Luis Obispo County, California",5678,1,06079012102
"Census Tract 112.01, Imperial County, California",6497,3,06025011201
"Census Tract 1033, Los Angeles County, California",3549,13,06037103300
"Census Tract 2611.02, Los Angeles County, California",3695,4,06037261102
"Census Tract 118.03, Imperial County, California",6254,135,06025011803
"Census Tract 118.03, Shasta County, California",2509,135,06089011803
"Census Tract 118.02, Imperial County, California",5456,19,06025011802
"Census Tract 118.02, San Diego County, California",7734,19,06073011802
"Census Tract 118.02, Shasta County, California",2809,19,06089011802
"Census Tract 118.02, Monterey County, California",1841,19,06053011802
"Census Tract 4513, Alameda County, California",7126,1,06001451300
"Census Tract 4024, Alameda County, California",2787,1,06001402400
"Census Tract 2622, Los Angeles County, California",4779,32,06037262200
"Census Tract 2623.01, Los Angeles County, California",2749,51,06037262301
"Census Tract 2624, Los Angeles County, California",3076,5,06037262400
"Census Tract 9200.40, Los Angeles County, California",3360,4,06037920040
"Census Tract 9200.43, Los Angeles County, California",7005,38,06037920043
"Census Tract 9201.04, Los Angeles County, California",2966,6,06037920104
"Census Tract 626.43, Orange County, California",7185,743,06059062643
"Census Tract 636.03, Orange County, California",6069,1,06059063603
"Census Tract 155.01, San Diego County, California",5220,1,06073015501
"Census Tract 200.13, San Diego County, California",14446,3,06073020013
"Census Tract 55.01, Kern County, California",6128,32,06029005501
"Census Tract 55.01, San Joaquin County, California",4081,32,06077005501
"Census Tract 1515.02, Sonoma County, California",6874,15,06097151502
"Census Tract 169.01, San Diego County, California",7291,3,06073016901
"Census Tract 4006.03, Los Angeles County, California",5189,25,06037400603
"Census Tract 9201.06, Los Angeles County, California",3573,625,06037920106
"Census Tract 219.12, Orange County, California",4476,162,06059021912
"Census Tract 219.20, Orange County, California",7144,2,06059021920
"Census Tract 320.56, Orange County, California",7847,1,06059032056
"Census Tract 864.04, Orange County, California",6630,1,06059086404
"Census Tract 80.01, Ventura County, California",3740,1,06111008001
"Census Tract 80.01, San Bernardino County, California",6713,1,06071008001
"Census Tract 438.09, Riverside County, California",3161,29,06065043809
"Census Tract 2527.06, Solano County, California",3856,1,06095252706
"Census Tract 2523.05, Solano County, California",5016,10,06095252305
"Census Tract 2535, Solano County, California",10124,85,06095253500
"Census Tract 4016, Alameda County, California",2269,3,06001401600
"Census Tract 441.02, Riverside County, California",3021,1,06065044102
"Census Tract 444.02, Riverside County, California",5227,214,06065044402
"Census Tract 424.12, Riverside County, California",4973,10,06065042412
"Census Tract 211.08, Placer County, California",3192,1,06061021108
"Census Tract 215.01, Placer County, California",6112,3,06061021501
"Census Tract 218.01, Placer County, California",5048,1,06061021801
"Census Tract 219.01, Placer County, California",3110,21,06061021901
"Census Tract 215.02, Placer County, California",3736,3,06061021502
"Census Tract 68.02, San Diego County, California",5400,159,06073006802
"Census Tract 68.02, Fresno County, California",3283,159,06019006802
"Census Tract 73.01, San Diego County, California",5393,4,06073007301
"Census Tract 73.01, Sacramento County, California",5026,4,06067007301
"Census Tract 203.06, San Diego County, California",9500,97,06073020306
"Census Tract 208.05, San Diego County, California",3381,1,06073020805
"Census Tract 208.05, Placer County, California",4191,1,06061020805
"Census Tract 208.09, San Diego County, California",6982,2,06073020809
"Census Tract 132.05, San Diego County, California",2449,1,06073013205
"Census Tract 209.03, San Diego County, California",2823,387,06073020903
"Census Tract 210, San Diego County, California",2730,452,06073021000
"Census Tract 210, San Francisco County, California",4692,452,06075021000
"Census Tract 147, San Diego County, California",7873,3,06073014700
"Census Tract 147, Monterey County, California",7555,3,06053014700
"Census Tract 170.29, San Diego County, California",9211,11,06073017029
"Census Tract 170.39, San Diego County, California",7604,1,06073017039
"Census Tract 2014.02, Los Angeles County, California",5149,159,06037201402
"Census Tract 2014.02, Napa County, California",3055,159,06055201402
"Census Tract 4060, Alameda County, California",3344,4,06001406000
"Census Tract 4060, Los Angeles County, California",5188,4,06037406000
"Census Tract 4081, Alameda County, California",6108,2,06001408100
"Census Tract 4095, Alameda County, California",4272,1,06001409500
"Census Tract 4220, Alameda County, California",2071,1,06001422000
"Census Tract 188.02, San Diego County, California",8545,8,06073018802
"Census Tract 192.07, San Diego County, California",9967,1,06073019207
"Census Tract 22.01, San Diego County, California",3358,4,06073002201
"Census Tract 22.01, Merced County, California",5948,4,06047002201
"Census Tract 22.01, San Joaquin County, California",2815,4,06077002201
"Census Tract 186.08, San Diego County, California",2888,5,06073018608
"Census Tract 212.02, San Diego County, California",3691,5,06073021202
"Census Tract 208.01, San Diego County, California",5397,2,06073020801
"Census Tract 4516.02, Alameda County, California",6786,2,06001451602
"Census Tract 4090, Alameda County, California",3904,1,06001409000
"Census Tract 415, Riverside County, California",3313,7,06065041500
"Census Tract 9012.05, Los Angeles County, California",11698,14,06037901205
"Census Tract 9203.14, Los Angeles County, California",3062,5,06037920314
"Census Tract 1061.12, Los Angeles County, California",5885,3,06037106112
"Census Tract 4337, Alameda County, California",3539,4,06001433700
"Census Tract 4337, Los Angeles County, California",3829,4,06037433700
"Census Tract 429.01, Riverside County, California",7991,2,06065042901
"Census Tract 429.02, Riverside County, California",5064,1,06065042902
"Census Tract 433.04, Riverside County, California",7786,4,06065043304
"Census Tract 315.02, Riverside County, California",8032,3,06065031502
"Census Tract 315.02, El Dorado County, California",6234,3,06017031502
"Census Tract 38.13, Kern County, California",7813,3,06029003813
