NAME,pop,tract_fire_counts,geoid
"Census Tract 1204, Santa Cruz County, California",5022,6,06087120400
"Census Tract 5089, Santa Clara County, California",5296,1,06085508900
"Census Tract 5119.11, Santa Clara County, California",4837,5,06085511911
"Census Tract 5126.02, Santa Clara County, California",2377,26,06085512602
"Census Tract 22.04, San Bernardino County, California",6863,501,06071002204
"Census Tract 22.04, Tulare County, California",6264,501,06107002204
"Census Tract 410.04, Riverside County, California",5103,2,06065041004
"Census Tract 403.01, Riverside County, California",7987,1,06065040301
"Census Tract 403.01, Yuba County, California",3400,1,06115040301
"Census Tract 444.03, Riverside County, California",4270,41,06065044403
"Census Tract 445.10, Riverside County, California",5863,1,06065044510
"Census Tract 443, Riverside County, California",4846,8,06065044300
"Census Tract 2288, Los Angeles County, California",5901,3,06037228800
"Census Tract 7011, Los Angeles County, California",1096,2,06037701100
"Census Tract 1210, Santa Cruz County, California",3578,4,06087121000
"Census Tract 2060.10, Los Angeles County, California",3943,1,06037206010
"Census Tract 423.32, Orange County, California",5242,2,06059042332
"Census Tract 421.09, Orange County, California",5215,2,06059042109
"Census Tract 94, San Bernardino County, California",3589,259,06071009400
"Census Tract 94, San Diego County, California",4565,259,06073009400
"Census Tract 97.08, San Bernardino County, California",5644,5,06071009708
"Census Tract 97.14, San Bernardino County, California",3906,2,06071009714
"Census Tract 208.07, San Diego County, California",2595,3,06073020807
"Census Tract 133.13, San Diego County, California",18145,376,06073013313
"Census Tract 28.01, Stanislaus County, California",5457,188,06099002801
"Census Tract 28.01, San Diego County, California",3262,188,06073002801
"Census Tract 28.01, San Bernardino County, California",5939,188,06071002801
"Census Tract 74.06, Sacramento County, California",9734,25,06067007406
"Census Tract 74.06, Ventura County, California",2418,25,06111007406
"Census Tract 78.02, Sacramento County, California",4612,110,06067007802
"Census Tract 78.02, Fresno County, California",5339,110,06019007802
"Census Tract 70.01, Sacramento County, California",4429,2,06067007001
"Census Tract 91.08, Sacramento County, California",3994,1,06067009108
"Census Tract 91.08, San Bernardino County, California",7540,1,06071009108
"Census Tract 89.09, Sacramento County, California",2418,2,06067008909
"Census Tract 96.09, Sacramento County, California",5214,1,06067009609
"Census Tract 5.09, Madera County, California",6390,27,06039000509
"Census Tract 1322, Marin County, California",1816,14,06041132200
"Census Tract 1070, Marin County, California",6953,2,06041107000
"Census Tract 1242, Marin County, California",5948,1,06041124200
"Census Tract 1060.01, Marin County, California",4287,3,06041106001
"Census Tract 1200, Marin County, California",6284,2,06041120000
"Census Tract 1330, Marin County, California",2803,7,06041133000
"Census Tract 1330, Los Angeles County, California",4449,7,06037133000
"Census Tract 422.03, Orange County, California",8238,3,06059042203
"Census Tract 114.02, Orange County, California",2571,1,06059011402
"Census Tract 114.02, Shasta County, California",3293,1,06089011402
"Census Tract 524.20, Orange County, California",23482,2,06059052420
"Census Tract 626.45, Orange County, California",6699,5,06059062645
"Census Tract 740.05, Orange County, California",7901,1,06059074005
"Census Tract 756.05, Orange County, California",6004,1,06059075605
"Census Tract 863.03, Orange County, California",7195,1,06059086303
"Census Tract 885.02, Orange County, California",5462,1,06059088502
"Census Tract 5122, Santa Clara County, California",3895,192,06085512200
"Census Tract 5067.01, Santa Clara County, California",4012,2,06085506701
"Census Tract 70.03, Fresno County, California",8540,5,06019007003
"Census Tract 38.04, Kern County, California",16108,8,06029003804
"Census Tract 38.04, San Bernardino County, California",5158,8,06071003804
"Census Tract 38.04, Stanislaus County, California",7244,8,06099003804
"Census Tract 38.04, Fresno County, California",6180,8,06019003804
"Census Tract 7023, Los Angeles County, California",6701,1,06037702300
"Census Tract 8002.02, Los Angeles County, California",5923,10,06037800202
"Census Tract 4084.02, Los Angeles County, California",6468,255,06037408402
"Census Tract 5705.02, Los Angeles County, California",6502,2,06037570502
"Census Tract 5522, Los Angeles County, California",5640,1,06037552200
"Census Tract 3014, Los Angeles County, California",3942,6,06037301400
"Census Tract 5027, Los Angeles County, California",6820,1,06037502700
"Census Tract 1081.03, Los Angeles County, California",3153,13,06037108103
"Census Tract 20.11, Santa Barbara County, California",6462,2,06083002011
"Census Tract 20.11, San Bernardino County, California",4286,2,06071002011
"Census Tract 23.06, Santa Barbara County, California",9514,3,06083002306
"Census Tract 23.06, San Bernardino County, California",3884,3,06071002306
"Census Tract 4401, Alameda County, California",2660,2,06001440100
"Census Tract 4324, Alameda County, California",6583,1,06001432400
"Census Tract 5324, Los Angeles County, California",52,2,06037532400
"Census Tract 100.16, San Bernardino County, California",5764,38,06071010016
"Census Tract 100.16, San Luis Obispo County, California",5088,38,06079010016
"Census Tract 100.17, San Bernardino County, California",16229,7,06071010017
"Census Tract 4511.01, Alameda County, California",7804,787,06001451101
"Census Tract 168.09, San Diego County, California",5755,2,06073016809
"Census Tract 169.02, San Diego County, California",2898,8,06073016902
"Census Tract 2510, Solano County, California",2648,1,06095251000
"Census Tract 2505.02, Solano County, California",3621,1,06095250502
"Census Tract 2521.03, Solano County, California",5607,1,06095252103
"Census Tract 2524.02, Solano County, California",5518,4,06095252402
"Census Tract 464.05, Riverside County, California",3678,1,06065046405
"Census Tract 404.03, Riverside County, California",5970,1,06065040403
"Census Tract 405.02, Riverside County, California",6585,7,06065040502
"Census Tract 403.03, Riverside County, California",4450,3,06065040303
"Census Tract 403.03, Lassen County, California",2537,3,06035040303
"Census Tract 403.03, Yuba County, California",8340,3,06115040303
"Census Tract 402.02, Riverside County, California",3678,2,06065040202
"Census Tract 435.04, Riverside County, California",8362,1,06065043504
"Census Tract 438.02, Riverside County, California",5765,1,06065043802
"Census Tract 445.05, Riverside County, California",6542,1,06065044505
"Census Tract 402.01, Riverside County, California",6268,18,06065040201
"Census Tract 42.07, Fresno County, California",10735,14,06019004207
"Census Tract 636.04, Orange County, California",4375,1,06059063604
"Census Tract 1528.01, Sonoma County, California",4937,34,06097152801
"Census Tract 1540, Sonoma County, California",2568,6,06097154000
"Census Tract 1528.02, Sonoma County, California",7158,3,06097152802
"Census Tract 4420, Alameda County, California",3232,1,06001442000
"Census Tract 4516.01, Alameda County, California",5806,1,06001451601
"Census Tract 4517.01, Alameda County, California",3181,1,06001451701
"Census Tract 6135.01, San Mateo County, California",4977,30,06081613501
"Census Tract 6102.01, San Mateo County, California",5875,1,06081610201
"Census Tract 6023, San Mateo County, California",4167,4,06081602300
"Census Tract 6037, San Mateo County, California",5525,1,06081603700
"Census Tract 6057, San Mateo County, California",5530,1,06081605700
"Census Tract 5031.05, Santa Clara County, California",2529,3,06085503105
"Census Tract 5031.05, Los Angeles County, California",4274,3,06037503105
"Census Tract 5050.01, Santa Clara County, California",9571,1,06085505001
"Census Tract 5032.13, Santa Clara County, California",4911,1,06085503213
"Census Tract 4031, Alameda County, California",1668,2,06001403100
"Census Tract 92.01, San Diego County, California",5882,46,06073009201
"Census Tract 92.01, San Bernardino County, California",4283,46,06071009201
"Census Tract 92.01, Sacramento County, California",3700,46,06067009201
"Census Tract 93.04, San Diego County, California",9276,1,06073009304
"Census Tract 92.02, San Diego County, California",6221,573,06073009202
"Census Tract 92.02, San Bernardino County, California",2144,573,06071009202
"Census Tract 5082.03, Santa Clara County, California",5375,1,06085508203
"Census Tract 55.08, Sacramento County, California",3400,3,06067005508
"Census Tract 55.08, Kern County, California",4231,3,06029005508
"Census Tract 55.08, Fresno County, California",5307,3,06019005508
"Census Tract 95.03, Sacramento County, California",3130,1,06067009503
"Census Tract 96.01, Sacramento County, California",6692,3,06067009601
"Census Tract 31.02, Sacramento County, California",3108,8,06067003102
"Census Tract 31.02, Fresno County, California",7550,8,06019003102
"Census Tract 31.02, Santa Barbara County, California",3428,8,06083003102
"Census Tract 31.02, San Bernardino County, California",5808,8,06071003102
"Census Tract 232, San Francisco County, California",4179,2,06075023200
"Census Tract 232, Placer County, California",5858,2,06061023200
"Census Tract 5082.04, Santa Clara County, California",4178,1,06085508204
"Census Tract 2531.01, Solano County, California",5380,5,06095253101
"Census Tract 2529.04, Solano County, California",6599,27,06095252904
"Census Tract 2530, Solano County, California",6435,1,06095253000
"Census Tract 2534.02, Solano County, California",7804,3,06095253402
"Census Tract 2521.02, Solano County, California",3931,1888,06095252102
"Census Tract 2522.01, Solano County, California",9568,144,06095252201
"Census Tract 2511, Solano County, California",3089,1,06095251100
"Census Tract 2522.02, Solano County, California",10522,15,06095252202
"Census Tract 9200.31, Los Angeles County, California",5618,2,06037920031
"Census Tract 9104.01, Los Angeles County, California",6823,31,06037910401
"Census Tract 3780, Contra Costa County, California",3284,1764,06013378000
"Census Tract 3340.04, Contra Costa County, California",7722,1,06013334004
"Census Tract 3090, Contra Costa County, California",3564,26,06013309000
"Census Tract 1352.03, Los Angeles County, California",7674,9,06037135203
"Census Tract 3004, Los Angeles County, California",6062,4,06037300400
"Census Tract 5734.01, Los Angeles County, California",1466,1,06037573401
"Census Tract 170.42, San Diego County, California",8045,1,06073017042
"Census Tract 187, San Diego County, California",38932,1022,06073018700
"Census Tract 188.03, San Diego County, California",4884,67,06073018803
"Census Tract 191.06, San Diego County, California",8883,17,06073019106
"Census Tract 170.20, San Diego County, California",3608,2,06073017020
"Census Tract 1066.04, Los Angeles County, California",5143,1,06037106604
"Census Tract 5991, Los Angeles County, California",407,90,06037599100
"Census Tract 85.11, San Diego County, California",4610,3,06073008511
"Census Tract 3007.02, Los Angeles County, California",5483,29,06037300702
"Census Tract 3009.02, Los Angeles County, California",1980,687,06037300902
"Census Tract 1233.03, Los Angeles County, California",2987,1,06037123303
"Census Tract 456.05, Riverside County, California",6747,168,06065045605
"Census Tract 33.05, Kern County, California",3306,18,06029003305
"Census Tract 33.05, San Joaquin County, California",4357,18,06077003305
"Census Tract 33.05, San Diego County, California",5920,18,06073003305
"Census Tract 33.06, Kern County, California",4737,146,06029003306
"Census Tract 33.06, San Joaquin County, California",5004,146,06077003306
"Census Tract 46.03, Kern County, California",2196,5,06029004603
"Census Tract 46.03, San Bernardino County, California",5403,5,06071004603
"Census Tract 46.04, Kern County, California",14188,916,06029004604
"Census Tract 46.04, San Bernardino County, California",5810,916,06071004604
"Census Tract 47.02, Kern County, California",3733,2,06029004702
"Census Tract 47.02, Sacramento County, California",5271,2,06067004702
"Census Tract 50.03, Kern County, California",4061,69,06029005003
"Census Tract 50.03, San Joaquin County, California",5802,69,06077005003
"Census Tract 50.03, Ventura County, California",7878,69,06111005003
"Census Tract 50.04, Kern County, California",7444,14,06029005004
"Census Tract 50.04, San Joaquin County, California",5844,14,06077005004
"Census Tract 50.04, Ventura County, California",9284,14,06111005004
"Census Tract 52.03, Kern County, California",4830,1208,06029005203
"Census Tract 52.03, Ventura County, California",5700,1208,06111005203
"Census Tract 52.03, Fresno County, California",5155,1208,06019005203
"Census Tract 52.04, Kern County, California",5446,272,06029005204
"Census Tract 52.04, Fresno County, California",4336,272,06019005204
"Census Tract 52.04, Sacramento County, California",4383,272,06067005204
"Census Tract 52.04, Ventura County, California",3413,272,06111005204
"Census Tract 60.06, Kern County, California",3945,1,06029006006
"Census Tract 60.07, Kern County, California",5768,255,06029006007
"Census Tract 60.08, Kern County, California",6060,72,06029006008
"Census Tract 4382.03, Alameda County, California",4118,2,06001438203
"Census Tract 4382.04, Alameda County, California",5483,1,06001438204
"Census Tract 63.03, Kern County, California",6110,6,06029006303
"Census Tract 63.04, Kern County, California",4543,1,06029006304
"Census Tract 64.04, Kern County, California",3160,213,06029006404
"Census Tract 64.04, Fresno County, California",4839,213,06019006404
"Census Tract 1021.03, Los Angeles County, California",1771,4,06037102103
"Census Tract 1021.04, Los Angeles County, California",3554,6,06037102104
"Census Tract 1021.05, Los Angeles County, California",1857,2,06037102105
"Census Tract 1021.07, Los Angeles County, California",4333,100,06037102107
"Census Tract 91.16, San Bernardino County, California",6603,1,06071009116
"Census Tract 91.17, San Bernardino County, California",8368,32,06071009117
"Census Tract 91.18, San Bernardino County, California",21635,7,06071009118
"Census Tract 91.19, San Bernardino County, California",5592,3,06071009119
"Census Tract 99.04, San Bernardino County, California",13711,1,06071009904
"Census Tract 451.24, Riverside County, California",2403,1,06065045124
"Census Tract 452.28, Riverside County, California",6049,1,06065045228
"Census Tract 456.06, Riverside County, California",2571,2,06065045606
"Census Tract 456.08, Riverside County, California",2860,1,06065045608
"Census Tract 456.09, Riverside County, California",4395,32,06065045609
"Census Tract 467, Riverside County, California",4667,1,06065046700
"Census Tract 465, Riverside County, California",8754,2,06065046500
"Census Tract 466.02, Riverside County, California",3694,1,06065046602
"Census Tract 469, Riverside County, California",1586,546,06065046900
"Census Tract 470, Riverside County, California",1569,47,06065047000
"Census Tract 472.02, Riverside County, California",1821,2,06065047202
"Census Tract 481, Riverside County, California",7643,16,06065048100
"Census Tract 99.13, San Bernardino County, California",5583,8,06071009913
"Census Tract 100.25, San Bernardino County, California",8381,1,06071010025
"Census Tract 100.26, San Bernardino County, California",10645,1,06071010026
"Census Tract 104.17, San Bernardino County, California",3114,7,06071010417
"Census Tract 104.20, San Bernardino County, California",3952,6,06071010420
"Census Tract 104.23, San Bernardino County, California",3154,2,06071010423
"Census Tract 104.24, San Bernardino County, California",1916,419,06071010424
"Census Tract 108.03, San Bernardino County, California",3133,1,06071010803
"Census Tract 108.03, Shasta County, California",5932,1,06089010803
"Census Tract 108.04, San Bernardino County, California",2523,13,06071010804
"Census Tract 108.04, Shasta County, California",2660,13,06089010804
"Census Tract 108.04, Monterey County, California",5516,13,06053010804
"Census Tract 114.03, San Bernardino County, California",3176,2,06071011403
"Census Tract 114.03, Shasta County, California",2905,2,06089011403
"Census Tract 114.03, Orange County, California",6732,2,06059011403
"Census Tract 114.04, San Bernardino County, California",4316,9,06071011404
"Census Tract 121.03, San Bernardino County, California",3469,962,06071012103
"Census Tract 121.04, San Bernardino County, California",5059,2205,06071012104
"Census Tract 494, Riverside County, California",3181,1,06065049400
"Census Tract 495, Riverside County, California",7225,2,06065049500
"Census Tract 497, Riverside County, California",9129,29,06065049700
"Census Tract 498, Riverside County, California",4714,1,06065049800
"Census Tract 503, Riverside County, California",13409,1,06065050300
"Census Tract 507, Riverside County, California",12223,2,06065050700
"Census Tract 513, Riverside County, California",9515,3,06065051300
"Census Tract 9404, Riverside County, California",6727,3,06065940400
"Census Tract 9405, Riverside County, California",2158,291,06065940500
"Census Tract 41.04, San Joaquin County, California",3697,3,06077004104
"Census Tract 41.04, San Bernardino County, California",6812,3,06071004104
"Census Tract 51.13, San Joaquin County, California",6515,2,06077005113
"Census Tract 32.15, San Joaquin County, California",4109,1,06077003215
"Census Tract 33.08, San Joaquin County, California",1738,2,06077003308
"Census Tract 51.24, San Joaquin County, California",3644,2,06077005124
"Census Tract 33.07, San Joaquin County, California",5342,1,06077003307
"Census Tract 51.06, San Joaquin County, California",6639,56,06077005106
"Census Tract 51.19, San Joaquin County, California",8549,7,06077005119
"Census Tract 9410, Riverside County, California",3720,3,06065941000
"Census Tract 9415, Riverside County, California",5130,1,06065941500
"Census Tract 9800.04, Riverside County, California",0,13,06065980004
"Census Tract 9800.04, Los Angeles County, California",0,13,06037980004
"Census Tract 45.02, Sacramento County, California",5472,1,06067004502
"Census Tract 45.02, San Joaquin County, California",4182,1,06077004502
"Census Tract 250, San Bernardino County, California",9086,10,06071025000
"Census Tract 9801, San Bernardino County, California",0,41,06071980100
"Census Tract 9801, Santa Barbara County, California",7,41,06083980100
"Census Tract 9802, San Bernardino County, California",3900,1,06071980200
"Census Tract 9802, San Francisco County, California",305,1,06075980200
"Census Tract 9900, El Dorado County, California",0,4,06017990000
"Census Tract 9900, Santa Barbara County, California",0,4,06083990000
"Census Tract 9900, Placer County, California",0,4,06061990000
"Census Tract 9900, Alameda County, California",0,4,06001990000
"Census Tract 9900, Contra Costa County, California",0,4,06013990000
"Census Tract 9900, Del Norte County, California",0,4,06015990000
"Census Tract 9900, San Luis Obispo County, California",0,4,06079990000
"Census Tract 9900, Monterey County, California",0,4,06053990000
"Census Tract 14.09, Fresno County, California",2064,1,06019001409
"Census Tract 14.10, Fresno County, California",11815,1,06019001410
"Census Tract 14.12, Fresno County, California",3036,1,06019001412
"Census Tract 14.13, Fresno County, California",6242,11,06019001413
"Census Tract 1065.10, Los Angeles County, California",5347,15,06037106510
"Census Tract 83.04, Ventura County, California",5821,5,06111008304
"Census Tract 5123.05, Santa Clara County, California",4831,1,06085512305
"Census Tract 5047, Santa Clara County, California",679,1,06085504700
"Census Tract 3521.01, Contra Costa County, California",3338,2,06013352101
"Census Tract 3522.01, Contra Costa County, California",6487,1,06013352201
"Census Tract 3592.02, Contra Costa County, California",5972,2,06013359202
"Census Tract 3640.02, Contra Costa County, California",5980,1,06013364002
"Census Tract 3800, Contra Costa County, California",6376,2,06013380000
"Census Tract 3540.01, Contra Costa County, California",2121,1,06013354001
"Census Tract 3553.02, Contra Costa County, California",3407,1,06013355302
"Census Tract 3080.02, Contra Costa County, California",4646,2,06013308002
"Census Tract 3160, Contra Costa County, California",1106,1,06013316000
"Census Tract 3190, Contra Costa County, California",8545,6,06013319000
"Census Tract 5031.22, Santa Clara County, California",3144,1,06085503122
"Census Tract 5033.34, Santa Clara County, California",8828,1,06085503334
"Census Tract 5050.09, Santa Clara County, California",10617,2,06085505009
"Census Tract 5117.04, Santa Clara County, California",4812,2,06085511704
"Census Tract 210.46, Placer County, California",4748,1,06061021046
"Census Tract 6504.01, Los Angeles County, California",4728,7,06037650401
"Census Tract 6514.02, Los Angeles County, California",6450,83,06037651402
"Census Tract 8002.03, Los Angeles County, California",5568,24,06037800203
"Census Tract 8002.04, Los Angeles County, California",4604,8,06037800204
"Census Tract 8003.27, Los Angeles County, California",5726,18,06037800327
"Census Tract 8003.28, Los Angeles County, California",2821,53,06037800328
"Census Tract 8003.29, Los Angeles County, California",6669,43,06037800329
"Census Tract 8003.30, Los Angeles County, California",953,112,06037800330
"Census Tract 8003.31, Los Angeles County, California",729,6,06037800331
"Census Tract 8003.32, Los Angeles County, California",6355,22,06037800332
"Census Tract 4059.01, Alameda County, California",4348,1,06001405901
"Census Tract 4251.04, Alameda County, California",3658,1,06001425104
"Census Tract 79.02, Fresno County, California",2871,1332,06019007902
"Census Tract 9400, Humboldt County, California",3573,461,06023940000
"Census Tract 9400, Imperial County, California",1644,461,06025940000
"Census Tract 9901, Humboldt County, California",0,14,06023990100
"Census Tract 9901, Los Angeles County, California",0,14,06037990100
"Census Tract 9901, Santa Cruz County, California",0,14,06087990100
"Census Tract 9901, San Diego County, California",0,14,06073990100
"Census Tract 9901, Ventura County, California",0,14,06111990100
"Census Tract 9901, San Francisco County, California",0,14,06075990100
"Census Tract 9901, Marin County, California",0,14,06041990100
"Census Tract 9901, Mendocino County, California",0,14,06045990100
"Census Tract 9901, Sonoma County, California",0,14,06097990100
"Census Tract 9901, San Mateo County, California",0,14,06081990100
"Census Tract 9901, Orange County, California",0,14,06059990100
"Census Tract 35.10, San Bernardino County, California",5528,6,06071003510
"Census Tract 36.06, San Bernardino County, California",4539,1,06071003606
"Census Tract 36.06, Stanislaus County, California",12241,1,06099003606
"Census Tract 41.03, San Bernardino County, California",6462,1,06071004103
"Census Tract 45.05, San Bernardino County, California",5055,1,06071004505
"Census Tract 45.05, Fresno County, California",5403,1,06019004505
"Census Tract 45.05, Ventura County, California",2258,1,06111004505
"Census Tract 45.10, San Bernardino County, California",5753,1,06071004510
"Census Tract 408.07, Riverside County, California",3397,1,06065040807
"Census Tract 419.09, Riverside County, California",5388,1,06065041909
"Census Tract 420.07, Riverside County, California",4687,946,06065042007
"Census Tract 427.15, Riverside County, California",14849,2,06065042715
"Census Tract 429.03, Riverside County, California",6292,5,06065042903
"Census Tract 441.03, Riverside County, California",5695,7,06065044103
"Census Tract 441.04, Riverside County, California",2848,68,06065044104
"Census Tract 445.07, Riverside County, California",7197,2,06065044507
"Census Tract 422.14, Riverside County, California",6662,7,06065042214
"Census Tract 47.03, Fresno County, California",4285,45,06019004703
"Census Tract 47.03, San Joaquin County, California",3772,45,06077004703
"Census Tract 42.05, Fresno County, California",6102,11,06019004205
"Census Tract 66.02, Fresno County, California",5931,1,06019006602
"Census Tract 38.09, Kern County, California",12584,16,06029003809
"Census Tract 38.09, Fresno County, California",5180,16,06019003809
"Census Tract 874.03, Orange County, California",3687,1,06059087403
"Census Tract 444.04, Riverside County, California",1232,90,06065044404
"Census Tract 444.05, Riverside County, California",1299,905,06065044405
"Census Tract 445.20, Riverside County, California",1719,3,06065044520
"Census Tract 445.21, Riverside County, California",1352,8,06065044521
"Census Tract 445.22, Riverside County, California",3905,6,06065044522
"Census Tract 449.17, Riverside County, California",4833,1,06065044917
"Census Tract 32.06, Kern County, California",19794,2,06029003206
"Census Tract 26.06, Santa Barbara County, California",3395,509,06083002606
"Census Tract 26.06, San Bernardino County, California",8193,509,06071002606
"Census Tract 29.15, Santa Barbara County, California",758,1,06083002915
"Census Tract 29.22, Santa Barbara County, California",11353,1,06083002922
"Census Tract 29.30, Santa Barbara County, California",7766,8,06083002930
"Census Tract 29.32, Santa Barbara County, California",2204,799,06083002932
"Census Tract 5014.01, Santa Clara County, California",3182,1,06085501401
"Census Tract 9108.11, Los Angeles County, California",173,620,06037910811
"Census Tract 9108.13, Los Angeles County, California",4074,25,06037910813
"Census Tract 9110.01, Los Angeles County, California",4380,11,06037911001
"Census Tract 9200.11, Los Angeles County, California",204,2,06037920011
"Census Tract 9200.12, Los Angeles County, California",1023,4,06037920012
"Census Tract 9201.02, Los Angeles County, California",5387,484,06037920102
"Census Tract 9203.37, Los Angeles County, California",7330,1,06037920337
"Census Tract 9203.38, Los Angeles County, California",5979,1,06037920338
"Census Tract 9203.39, Los Angeles County, California",7649,24,06037920339
"Census Tract 9301.01, Los Angeles County, California",92,6,06037930101
"Census Tract 9303.01, Los Angeles County, California",795,372,06037930301
"Census Tract 9800.01, Los Angeles County, California",0,1,06037980001
"Census Tract 9800.02, Los Angeles County, California",0,1840,06037980002
"Census Tract 9800.03, Los Angeles County, California",0,3,06037980003
"Census Tract 9800.05, Los Angeles County, California",0,1723,06037980005
"Census Tract 9800.09, Los Angeles County, California",5,2,06037980009
"Census Tract 9800.14, Los Angeles County, California",10,1653,06037980014
"Census Tract 9800.15, Los Angeles County, California",556,38,06037980015
"Census Tract 4080.06, Los Angeles County, California",3452,197,06037408006
"Census Tract 4300.03, Los Angeles County, California",4849,46,06037430003
"Census Tract 9800.18, Los Angeles County, California",0,1,06037980018
"Census Tract 9800.19, Los Angeles County, California",151,3,06037980019
"Census Tract 9800.20, Los Angeles County, California",0,50,06037980020
"Census Tract 9800.21, Los Angeles County, California",12,21,06037980021
"Census Tract 9800.22, Los Angeles County, California",0,4,06037980022
"Census Tract 9800.24, Los Angeles County, California",264,3,06037980024
"Census Tract 9800.25, Los Angeles County, California",0,7,06037980025
"Census Tract 9800.26, Los Angeles County, California",37,12,06037980026
"Census Tract 9800.28, Los Angeles County, California",0,74,06037980028
"Census Tract 9800.30, Los Angeles County, California",0,419,06037980030
"Census Tract 9800.31, Los Angeles County, California",1113,2,06037980031
"Census Tract 9800.33, Los Angeles County, California",14,719,06037980033
"Census Tract 5117.07, Santa Clara County, California",2721,993,06085511707
"Census Tract 5130, Santa Clara County, California",9146,2,06085513000
"Census Tract 5135, Santa Clara County, California",1278,694,06085513500
"Census Tract 108.06, Shasta County, California",2906,5,06089010806
"Census Tract 112.09, Shasta County, California",6377,1,06089011209
"Census Tract 117.01, Shasta County, California",2450,1,06089011701
"Census Tract 117.01, San Luis Obispo County, California",4443,1,06079011701
"Census Tract 126.03, Shasta County, California",4080,2013,06089012603
"Census Tract 126.04, Shasta County, California",2141,47,06089012604
"Census Tract 211.22, Placer County, California",3575,1,06061021122
"Census Tract 213.09, Placer County, California",12792,1,06061021309
"Census Tract 213.22, Placer County, California",17009,84,06061021322
"Census Tract 214.03, Placer County, California",7349,1,06061021403
"Census Tract 216.04, Placer County, California",4180,5,06061021604
"Census Tract 220.11, Placer County, California",1520,1,06061022011
"Census Tract 220.13, Placer County, California",2612,158,06061022013
"Census Tract 220.14, Placer County, California",1157,6,06061022014
"Census Tract 221, Placer County, California",545,28,06061022100
"Census Tract 221, San Diego County, California",10228,28,06073022100
"Census Tract 222, Placer County, California",785,2,06061022200
"Census Tract 225, Placer County, California",6311,11,06061022500
"Census Tract 230, Placer County, California",3351,2,06061023000
"Census Tract 238, Placer County, California",3067,2,06061023800
"Census Tract 1.16, San Bernardino County, California",12462,5,06071000116
"Census Tract 1.18, San Bernardino County, California",4757,1,06071000118
"Census Tract 301.04, Riverside County, California",7645,1,06065030104
"Census Tract 316.01, Riverside County, California",4484,1,06065031601
"Census Tract 401.01, Riverside County, California",4439,11,06065040101
"Census Tract 404.04, Riverside County, California",3159,4,06065040404
"Census Tract 404.05, Riverside County, California",6177,3,06065040405
"Census Tract 406.07, Riverside County, California",12020,2,06065040607
"Census Tract 406.09, Riverside County, California",14492,18,06065040609
"Census Tract 419.11, Riverside County, California",13144,303,06065041911
"Census Tract 422.17, Riverside County, California",5767,1,06065042217
"Census Tract 1042.04, Los Angeles County, California",3562,11,06037104204
"Census Tract 1047.03, Los Angeles County, California",2311,2,06037104703
"Census Tract 1064.06, Los Angeles County, California",5860,2,06037106406
"Census Tract 4446.02, Alameda County, California",4736,1,06001444602
"Census Tract 4501.02, Alameda County, California",6041,14,06001450102
"Census Tract 4507.45, Alameda County, California",6286,2,06001450745
"Census Tract 4507.51, Alameda County, California",9787,4,06001450751
"Census Tract 4507.52, Alameda County, California",6642,3,06001450752
"Census Tract 4515.05, Alameda County, California",3351,2,06001451505
"Census Tract 42.16, Fresno County, California",3288,2,06019004216
"Census Tract 2016.01, Los Angeles County, California",2282,1,06037201601
"Census Tract 2016.01, Napa County, California",2684,1,06055201601
"Census Tract 2060.31, Los Angeles County, California",3788,1,06037206031
"Census Tract 2075.01, Los Angeles County, California",2252,1,06037207501
"Census Tract 2260.02, Los Angeles County, California",1754,2,06037226002
"Census Tract 2412.01, Los Angeles County, California",2937,1,06037241201
"Census Tract 2412.02, Los Angeles County, California",5436,5,06037241202
"Census Tract 2951.03, Los Angeles County, California",4981,1,06037295103
"Census Tract 3003.01, Los Angeles County, California",5966,12,06037300301
"Census Tract 85.08, Sacramento County, California",7507,2,06067008508
"Census Tract 171.10, San Diego County, California",11591,27,06073017110
"Census Tract 200.27, San Diego County, California",16237,1,06073020027
"Census Tract 208.11, San Diego County, California",6133,1,06073020811
"Census Tract 203.09, San Diego County, California",4481,1,06073020309
"Census Tract 208.10, San Diego County, California",5135,5,06073020810
"Census Tract 212.06, San Diego County, California",3265,2,06073021206
"Census Tract 88.01, Sacramento County, California",4178,6,06067008801
"Census Tract 3102.01, Los Angeles County, California",5614,7,06037310201
"Census Tract 3102.02, Los Angeles County, California",5144,4,06037310202
"Census Tract 3105.01, Los Angeles County, California",4076,4,06037310501
"Census Tract 3106.01, Los Angeles County, California",6721,3,06037310601
"Census Tract 3106.02, Los Angeles County, California",2787,7,06037310602
"Census Tract 8004.06, Los Angeles County, California",2812,412,06037800406
"Census Tract 8004.08, Los Angeles County, California",7235,64,06037800408
"Census Tract 8004.10, Los Angeles County, California",4064,184,06037800410
"Census Tract 8005.06, Los Angeles County, California",3150,3,06037800506
"Census Tract 9001.03, Los Angeles County, California",5684,1,06037900103
"Census Tract 9002.01, Los Angeles County, California",1151,10,06037900201
"Census Tract 9012.09, Los Angeles County, California",1840,320,06037901209
"Census Tract 9012.10, Los Angeles County, California",1733,130,06037901210
"Census Tract 9012.13, Los Angeles County, California",3935,2,06037901213
"Census Tract 9100.01, Los Angeles County, California",6316,3,06037910001
"Census Tract 9100.02, Los Angeles County, California",8055,7,06037910002
"Census Tract 4004.03, Los Angeles County, California",4058,4,06037400403
"Census Tract 4004.04, Los Angeles County, California",4278,1,06037400404
