NAME,pop,state,county,tract,geoid
"Census Tract 64.04, Fresno County, California",4839,06,019,006404,06019006404
"Census Tract 64.05, Fresno County, California",5306,06,019,006405,06019006405
"Census Tract 65.01, Fresno County, California",6601,06,019,006501,06019006501
"Census Tract 65.02, Fresno County, California",4463,06,019,006502,06019006502
"Census Tract 66.03, Fresno County, California",2400,06,019,006603,06019006603
"Census Tract 66.04, Fresno County, California",8023,06,019,006604,06019006604
"Census Tract 78.01, Fresno County, California",2861,06,019,007801,06019007801
"Census Tract 78.02, Fresno County, California",5339,06,019,007802,06019007802
"Census Tract 2091.04, Los Angeles County, California",2630,06,037,209104,06037209104
"Census Tract 13.10, San Bernardino County, California",5973,06,071,001310,06071001310
"Census Tract 13.11, San Bernardino County, California",3508,06,071,001311,06071001311
"Census Tract 13.12, San Bernardino County, California",5178,06,071,001312,06071001312
"Census Tract 15.01, San Bernardino County, California",4142,06,071,001501,06071001501
"Census Tract 15.03, San Bernardino County, California",4121,06,071,001503,06071001503
"Census Tract 15.04, San Bernardino County, California",5994,06,071,001504,06071001504
"Census Tract 17.04, San Bernardino County, California",4977,06,071,001704,06071001704
"Census Tract 17.06, San Bernardino County, California",6487,06,071,001706,06071001706
"Census Tract 17.07, San Bernardino County, California",6683,06,071,001707,06071001707
"Census Tract 18.04, San Bernardino County, California",5367,06,071,001804,06071001804
"Census Tract 18.06, San Bernardino County, California",4555,06,071,001806,06071001806
"Census Tract 18.12, San Bernardino County, California",3542,06,071,001812,06071001812
"Census Tract 18.08, San Bernardino County, California",4709,06,071,001808,06071001808
"Census Tract 18.09, San Bernardino County, California",4968,06,071,001809,06071001809
"Census Tract 18.10, San Bernardino County, California",5255,06,071,001810,06071001810
"Census Tract 18.13, San Bernardino County, California",5961,06,071,001813,06071001813
"Census Tract 19.01, San Bernardino County, California",4525,06,071,001901,06071001901
"Census Tract 19.03, San Bernardino County, California",11784,06,071,001903,06071001903
"Census Tract 19.05, San Bernardino County, California",6504,06,071,001905,06071001905
"Census Tract 19.06, San Bernardino County, California",9395,06,071,001906,06071001906
"Census Tract 20.11, San Bernardino County, California",4286,06,071,002011,06071002011
"Census Tract 20.13, San Bernardino County, California",4117,06,071,002013,06071002013
"Census Tract 20.14, San Bernardino County, California",4745,06,071,002014,06071002014
"Census Tract 20.15, San Bernardino County, California",4820,06,071,002015,06071002015
"Census Tract 20.16, San Bernardino County, California",3701,06,071,002016,06071002016
"Census Tract 20.17, San Bernardino County, California",5723,06,071,002017,06071002017
"Census Tract 20.18, San Bernardino County, California",4971,06,071,002018,06071002018
"Census Tract 20.19, San Bernardino County, California",5374,06,071,002019,06071002019
"Census Tract 20.21, San Bernardino County, California",5330,06,071,002021,06071002021
"Census Tract 20.22, San Bernardino County, California",13151,06,071,002022,06071002022
"Census Tract 20.23, San Bernardino County, California",5879,06,071,002023,06071002023
"Census Tract 426.20, Riverside County, California",13258,06,065,042620,06065042620
"Census Tract 426.21, Riverside County, California",7464,06,065,042621,06065042621
"Census Tract 426.22, Riverside County, California",4540,06,065,042622,06065042622
"Census Tract 426.23, Riverside County, California",3979,06,065,042623,06065042623
"Census Tract 426.24, Riverside County, California",4547,06,065,042624,06065042624
"Census Tract 427.24, Riverside County, California",4021,06,065,042724,06065042724
"Census Tract 427.26, Riverside County, California",9285,06,065,042726,06065042726
"Census Tract 427.28, Riverside County, California",2195,06,065,042728,06065042728
"Census Tract 427.29, Riverside County, California",10325,06,065,042729,06065042729
"Census Tract 427.30, Riverside County, California",5668,06,065,042730,06065042730
"Census Tract 427.31, Riverside County, California",7834,06,065,042731,06065042731
"Census Tract 427.32, Riverside County, California",6403,06,065,042732,06065042732
"Census Tract 2111.21, Los Angeles County, California",2186,06,037,211121,06037211121
"Census Tract 2111.22, Los Angeles County, California",3224,06,037,211122,06037211122
"Census Tract 2112.01, Los Angeles County, California",2547,06,037,211201,06037211201
"Census Tract 2112.02, Los Angeles County, California",2450,06,037,211202,06037211202
"Census Tract 2117.03, Los Angeles County, California",4490,06,037,211703,06037211703
"Census Tract 2117.04, Los Angeles County, California",2943,06,037,211704,06037211704
"Census Tract 2118.03, Los Angeles County, California",3403,06,037,211803,06037211803
"Census Tract 2118.04, Los Angeles County, California",3212,06,037,211804,06037211804
"Census Tract 2119.21, Los Angeles County, California",2519,06,037,211921,06037211921
"Census Tract 2119.22, Los Angeles County, California",3522,06,037,211922,06037211922
"Census Tract 449.31, Riverside County, California",2088,06,065,044931,06065044931
"Census Tract 2121.01, Los Angeles County, California",3165,06,037,212101,06037212101
"Census Tract 2121.02, Los Angeles County, California",2301,06,037,212102,06037212102
"Census Tract 449.30, Riverside County, California",3705,06,065,044930,06065044930
"Census Tract 449.32, Riverside County, California",3043,06,065,044932,06065044932
"Census Tract 451.14, Riverside County, California",1918,06,065,045114,06065045114
"Census Tract 451.15, Riverside County, California",1861,06,065,045115,06065045115
"Census Tract 451.16, Riverside County, California",1481,06,065,045116,06065045116
"Census Tract 451.17, Riverside County, California",4214,06,065,045117,06065045117
"Census Tract 451.18, Riverside County, California",2369,06,065,045118,06065045118
"Census Tract 451.19, Riverside County, California",2687,06,065,045119,06065045119
"Census Tract 451.20, Riverside County, California",4646,06,065,045120,06065045120
"Census Tract 451.21, Riverside County, California",6501,06,065,045121,06065045121
"Census Tract 451.22, Riverside County, California",1508,06,065,045122,06065045122
"Census Tract 451.23, Riverside County, California",2342,06,065,045123,06065045123
"Census Tract 62.03, San Bernardino County, California",5299,06,071,006203,06071006203
"Census Tract 62.04, San Bernardino County, California",4555,06,071,006204,06071006204
"Census Tract 66.01, San Bernardino County, California",4640,06,071,006601,06071006601
"Census Tract 66.03, San Bernardino County, California",5996,06,071,006603,06071006603
"Census Tract 307.10, El Dorado County, California",5067,06,017,030710,06017030710
"Census Tract 308.07, El Dorado County, California",4127,06,017,030807,06017030807
"Census Tract 308.08, El Dorado County, California",6432,06,017,030808,06017030808
"Census Tract 308.09, El Dorado County, California",2482,06,017,030809,06017030809
"Census Tract 308.10, El Dorado County, California",3821,06,017,030810,06017030810
"Census Tract 316, El Dorado County, California",3317,06,017,031600,06017031600
"Census Tract 317, El Dorado County, California",3067,06,017,031700,06017031700
"Census Tract 318, El Dorado County, California",6914,06,017,031800,06017031800
"Census Tract 319, El Dorado County, California",75,06,017,031900,06017031900
"Census Tract 320, El Dorado County, California",834,06,017,032000,06017032000
"Census Tract 1436.04, Los Angeles County, California",3521,06,037,143604,06037143604
"Census Tract 1831.03, Los Angeles County, California",4508,06,037,183103,06037183103
"Census Tract 1831.04, Los Angeles County, California",2226,06,037,183104,06037183104
"Census Tract 1832.21, Los Angeles County, California",3584,06,037,183221,06037183221
"Census Tract 427.33, Riverside County, California",9995,06,065,042733,06065042733
"Census Tract 427.37, Riverside County, California",2538,06,065,042737,06065042737
"Census Tract 427.38, Riverside County, California",8091,06,065,042738,06065042738
"Census Tract 427.39, Riverside County, California",7526,06,065,042739,06065042739
"Census Tract 427.40, Riverside County, California",1854,06,065,042740,06065042740
"Census Tract 427.41, Riverside County, California",2138,06,065,042741,06065042741
"Census Tract 427.42, Riverside County, California",4718,06,065,042742,06065042742
"Census Tract 427.43, Riverside County, California",3233,06,065,042743,06065042743
"Census Tract 427.44, Riverside County, California",4422,06,065,042744,06065042744
"Census Tract 427.45, Riverside County, California",5405,06,065,042745,06065042745
"Census Tract 430.07, Riverside County, California",7121,06,065,043007,06065043007
"Census Tract 432.27, Riverside County, California",7624,06,065,043227,06065043227
"Census Tract 430.08, Riverside County, California",7473,06,065,043008,06065043008
"Census Tract 430.09, Riverside County, California",5669,06,065,043009,06065043009
"Census Tract 430.10, Riverside County, California",5721,06,065,043010,06065043010
"Census Tract 432.28, Riverside County, California",3506,06,065,043228,06065043228
"Census Tract 432.29, Riverside County, California",5140,06,065,043229,06065043229
"Census Tract 432.35, Riverside County, California",9311,06,065,043235,06065043235
"Census Tract 432.39, Riverside County, California",7847,06,065,043239,06065043239
"Census Tract 432.40, Riverside County, California",11491,06,065,043240,06065043240
"Census Tract 432.42, Riverside County, California",9653,06,065,043242,06065043242
"Census Tract 432.44, Riverside County, California",9444,06,065,043244,06065043244
"Census Tract 432.46, Riverside County, California",6068,06,065,043246,06065043246
"Census Tract 432.47, Riverside County, California",13492,06,065,043247,06065043247
"Census Tract 20.25, San Bernardino County, California",5043,06,071,002025,06071002025
"Census Tract 20.27, San Bernardino County, California",5715,06,071,002027,06071002027
"Census Tract 20.28, San Bernardino County, California",5162,06,071,002028,06071002028
"Census Tract 20.29, San Bernardino County, California",5973,06,071,002029,06071002029
"Census Tract 20.31, San Bernardino County, California",6434,06,071,002031,06071002031
"Census Tract 20.33, San Bernardino County, California",7912,06,071,002033,06071002033
"Census Tract 20.34, San Bernardino County, California",15816,06,071,002034,06071002034
"Census Tract 20.35, San Bernardino County, California",7268,06,071,002035,06071002035
"Census Tract 20.36, San Bernardino County, California",13635,06,071,002036,06071002036
"Census Tract 20.37, San Bernardino County, California",7758,06,071,002037,06071002037
"Census Tract 20.38, San Bernardino County, California",6535,06,071,002038,06071002038
"Census Tract 21.01, San Bernardino County, California",4810,06,071,002101,06071002101
"Census Tract 21.03, San Bernardino County, California",5598,06,071,002103,06071002103
"Census Tract 21.05, San Bernardino County, California",5444,06,071,002105,06071002105
"Census Tract 21.07, San Bernardino County, California",5709,06,071,002107,06071002107
"Census Tract 21.09, San Bernardino County, California",5276,06,071,002109,06071002109
"Census Tract 21.10, San Bernardino County, California",7092,06,071,002110,06071002110
"Census Tract 22.06, San Bernardino County, California",6945,06,071,002206,06071002206
"Census Tract 22.07, San Bernardino County, California",5063,06,071,002207,06071002207
"Census Tract 1832.22, Los Angeles County, California",3459,06,037,183222,06037183222
"Census Tract 1834.01, Los Angeles County, California",2322,06,037,183401,06037183401
"Census Tract 1834.02, Los Angeles County, California",2994,06,037,183402,06037183402
"Census Tract 1837.01, Los Angeles County, California",3789,06,037,183701,06037183701
"Census Tract 1837.02, Los Angeles County, California",2906,06,037,183702,06037183702
"Census Tract 1852.03, Los Angeles County, California",3609,06,037,185203,06037185203
"Census Tract 1852.04, Los Angeles County, California",1979,06,037,185204,06037185204
"Census Tract 1862.01, Los Angeles County, California",3437,06,037,186201,06037186201
"Census Tract 1862.02, Los Angeles County, California",1953,06,037,186202,06037186202
"Census Tract 1862.03, Los Angeles County, California",3303,06,037,186203,06037186203
"Census Tract 1863.01, Los Angeles County, California",3074,06,037,186301,06037186301
"Census Tract 1871.01, Los Angeles County, California",3267,06,037,187101,06037187101
"Census Tract 1863.02, Los Angeles County, California",5442,06,037,186302,06037186302
"Census Tract 1864.03, Los Angeles County, California",2743,06,037,186403,06037186403
"Census Tract 1864.04, Los Angeles County, California",2816,06,037,186404,06037186404
"Census Tract 1871.02, Los Angeles County, California",3897,06,037,187102,06037187102
"Census Tract 1882.01, Los Angeles County, California",3548,06,037,188201,06037188201
"Census Tract 1882.02, Los Angeles County, California",2334,06,037,188202,06037188202
"Census Tract 1891.01, Los Angeles County, California",2410,06,037,189101,06037189101
"Census Tract 1891.02, Los Angeles County, California",3283,06,037,189102,06037189102
"Census Tract 1892.01, Los Angeles County, California",3370,06,037,189201,06037189201
"Census Tract 1892.02, Los Angeles County, California",2325,06,037,189202,06037189202
"Census Tract 1899.03, Los Angeles County, California",2009,06,037,189903,06037189903
"Census Tract 1899.04, Los Angeles County, California",2402,06,037,189904,06037189904
"Census Tract 1899.05, Los Angeles County, California",2402,06,037,189905,06037189905
"Census Tract 1902.01, Los Angeles County, California",2533,06,037,190201,06037190201
"Census Tract 1902.02, Los Angeles County, California",3328,06,037,190202,06037190202
"Census Tract 1904.01, Los Angeles County, California",2863,06,037,190401,06037190401
"Census Tract 1904.02, Los Angeles County, California",2405,06,037,190402,06037190402
"Census Tract 1908.01, Los Angeles County, California",2693,06,037,190801,06037190801
"Census Tract 1908.02, Los Angeles County, California",2835,06,037,190802,06037190802
"Census Tract 1913.01, Los Angeles County, California",2402,06,037,191301,06037191301
"Census Tract 52.04, Sacramento County, California",4383,06,067,005204,06067005204
"Census Tract 52.05, Sacramento County, California",1959,06,067,005205,06067005205
"Census Tract 53.01, Sacramento County, California",1462,06,067,005301,06067005301
"Census Tract 55.09, Sacramento County, California",2087,06,067,005509,06067005509
"Census Tract 55.10, Sacramento County, California",5070,06,067,005510,06067005510
"Census Tract 59.03, Sacramento County, California",2480,06,067,005903,06067005903
"Census Tract 59.04, Sacramento County, California",4825,06,067,005904,06067005904
"Census Tract 92.01, Sacramento County, California",3700,06,067,009201,06067009201
"Census Tract 93.24, Sacramento County, California",2948,06,067,009324,06067009324
"Census Tract 93.25, Sacramento County, California",780,06,067,009325,06067009325
"Census Tract 93.26, Sacramento County, California",5155,06,067,009326,06067009326
"Census Tract 23.04, San Bernardino County, California",21232,06,071,002304,06071002304
"Census Tract 23.05, San Bernardino County, California",11071,06,071,002305,06071002305
"Census Tract 23.06, San Bernardino County, California",3884,06,071,002306,06071002306
"Census Tract 23.07, San Bernardino County, California",5245,06,071,002307,06071002307
"Census Tract 26.04, San Bernardino County, California",5677,06,071,002604,06071002604
"Census Tract 26.06, San Bernardino County, California",8193,06,071,002606,06071002606
"Census Tract 26.07, San Bernardino County, California",8629,06,071,002607,06071002607
"Census Tract 27.03, San Bernardino County, California",5668,06,071,002703,06071002703
"Census Tract 27.04, San Bernardino County, California",11582,06,071,002704,06071002704
"Census Tract 27.05, San Bernardino County, California",5236,06,071,002705,06071002705
"Census Tract 28.04, San Bernardino County, California",5587,06,071,002804,06071002804
"Census Tract 27.06, San Bernardino County, California",11887,06,071,002706,06071002706
"Census Tract 28.01, San Bernardino County, California",5939,06,071,002801,06071002801
"Census Tract 28.03, San Bernardino County, California",3944,06,071,002803,06071002803
"Census Tract 31.01, San Bernardino County, California",5204,06,071,003101,06071003101
"Census Tract 31.02, San Bernardino County, California",5808,06,071,003102,06071003102
"Census Tract 33.01, San Bernardino County, California",5431,06,071,003301,06071003301
"Census Tract 432.48, Riverside County, California",4728,06,065,043248,06065043248
"Census Tract 432.50, Riverside County, California",9235,06,065,043250,06065043250
"Census Tract 432.52, Riverside County, California",9589,06,065,043252,06065043252
"Census Tract 1201.04, Los Angeles County, California",2236,06,037,120104,06037120104
"Census Tract 1201.05, Los Angeles County, California",2872,06,037,120105,06037120105
"Census Tract 1201.06, Los Angeles County, California",4663,06,037,120106,06037120106
"Census Tract 1201.07, Los Angeles County, California",3703,06,037,120107,06037120107
"Census Tract 1201.08, Los Angeles County, California",4754,06,037,120108,06037120108
"Census Tract 17.04, Butte County, California",3318,06,007,001704,06007001704
"Census Tract 26.01, Butte County, California",2367,06,007,002601,06007002601
"Census Tract 26.02, Butte County, California",3451,06,007,002602,06007002602
"Census Tract 30.01, Butte County, California",2774,06,007,003001,06007003001
"Census Tract 30.02, Butte County, California",3437,06,007,003002,06007003002
"Census Tract 35.01, Butte County, California",3557,06,007,003501,06007003501
"Census Tract 35.02, Butte County, California",4507,06,007,003502,06007003502
"Census Tract 37, Butte County, California",4746,06,007,003700,06007003700
"Census Tract 1.21, Calaveras County, California",4381,06,009,000121,06009000121
"Census Tract 1.22, Calaveras County, California",3678,06,009,000122,06009000122
"Census Tract 5.01, Calaveras County, California",3096,06,009,000501,06009000501
"Census Tract 5.03, Calaveras County, California",1582,06,009,000503,06009000503
"Census Tract 5.04, Calaveras County, California",388,06,009,000504,06009000504
"Census Tract 3020.05, Contra Costa County, California",7062,06,013,302005,06013302005
"Census Tract 3020.06, Contra Costa County, California",3816,06,013,302006,06013302006
"Census Tract 3020.07, Contra Costa County, California",6990,06,013,302007,06013302007
"Census Tract 3020.08, Contra Costa County, California",8656,06,013,302008,06013302008
"Census Tract 3020.09, Contra Costa County, California",7531,06,013,302009,06013302009
"Census Tract 93.28, Sacramento County, California",5505,06,067,009328,06067009328
"Census Tract 93.29, Sacramento County, California",2420,06,067,009329,06067009329
"Census Tract 93.30, Sacramento County, California",3922,06,067,009330,06067009330
"Census Tract 93.31, Sacramento County, California",7389,06,067,009331,06067009331
"Census Tract 93.32, Sacramento County, California",1348,06,067,009332,06067009332
"Census Tract 94.07, Sacramento County, California",10691,06,067,009407,06067009407
"Census Tract 94.08, Sacramento County, California",2078,06,067,009408,06067009408
"Census Tract 96.22, Sacramento County, California",7402,06,067,009622,06067009622
"Census Tract 96.30, Sacramento County, California",10194,06,067,009630,06067009630
"Census Tract 96.32, Sacramento County, California",7348,06,067,009632,06067009632
"Census Tract 96.33, Sacramento County, California",3876,06,067,009633,06067009633
"Census Tract 96.37, Sacramento County, California",6748,06,067,009637,06067009637
"Census Tract 96.34, Sacramento County, California",5233,06,067,009634,06067009634
"Census Tract 96.35, Sacramento County, California",6503,06,067,009635,06067009635
"Census Tract 96.36, Sacramento County, California",7913,06,067,009636,06067009636
"Census Tract 96.38, Sacramento County, California",10988,06,067,009638,06067009638
"Census Tract 96.39, Sacramento County, California",3876,06,067,009639,06067009639
"Census Tract 99, Sacramento County, California",3697,06,067,009900,06067009900
"Census Tract 9883, Sacramento County, California",5382,06,067,988300,06067988300
"Census Tract 5.01, San Benito County, California",6124,06,069,000501,06069000501
"Census Tract 5.02, San Benito County, California",6975,06,069,000502,06069000502
"Census Tract 7.01, San Benito County, California",4130,06,069,000701,06069000701
"Census Tract 7.02, San Benito County, California",5128,06,069,000702,06069000702
"Census Tract 8.01, San Benito County, California",3131,06,069,000801,06069000801
"Census Tract 8.02, San Benito County, California",2758,06,069,000802,06069000802
"Census Tract 1.13, San Bernardino County, California",12081,06,071,000113,06071000113
"Census Tract 1.15, San Bernardino County, California",7486,06,071,000115,06071000115
"Census Tract 119.01, San Francisco County, California",2674,06,075,011901,06075011901
"Census Tract 119.02, San Francisco County, California",2813,06,075,011902,06075011902
"Census Tract 122.01, San Francisco County, California",4638,06,075,012201,06075012201
"Census Tract 122.02, San Francisco County, California",3525,06,075,012202,06075012202
"Census Tract 123.01, San Francisco County, California",2116,06,075,012301,06075012301
"Census Tract 123.02, San Francisco County, California",2621,06,075,012302,06075012302
"Census Tract 124.01, San Francisco County, California",4782,06,075,012401,06075012401
"Census Tract 124.02, San Francisco County, California",4320,06,075,012402,06075012402
"Census Tract 125.01, San Francisco County, California",4002,06,075,012501,06075012501
"Census Tract 125.02, San Francisco County, California",3584,06,075,012502,06075012502
"Census Tract 126.01, San Francisco County, California",2630,06,075,012601,06075012601
"Census Tract 126.02, San Francisco County, California",2688,06,075,012602,06075012602
"Census Tract 129.01, San Francisco County, California",2661,06,075,012901,06075012901
"Census Tract 129.02, San Francisco County, California",4026,06,075,012902,06075012902
"Census Tract 131.01, San Francisco County, California",4139,06,075,013101,06075013101
"Census Tract 131.02, San Francisco County, California",2959,06,075,013102,06075013102
"Census Tract 3020.10, Contra Costa County, California",11803,06,013,302010,06013302010
"Census Tract 3031.02, Contra Costa County, California",9218,06,013,303102,06013303102
"Census Tract 3031.03, Contra Costa County, California",13027,06,013,303103,06013303103
"Census Tract 3032.01, Contra Costa County, California",11847,06,013,303201,06013303201
"Census Tract 3032.02, Contra Costa County, California",7294,06,013,303202,06013303202
"Census Tract 3032.03, Contra Costa County, California",10134,06,013,303203,06013303203
"Census Tract 3032.04, Contra Costa County, California",4535,06,013,303204,06013303204
"Census Tract 3032.05, Contra Costa County, California",8818,06,013,303205,06013303205
"Census Tract 3040.01, Contra Costa County, California",4966,06,013,304001,06013304001
"Census Tract 3040.02, Contra Costa County, California",1483,06,013,304002,06013304002
"Census Tract 3040.03, Contra Costa County, California",4044,06,013,304003,06013304003
"Census Tract 3060.04, Contra Costa County, California",3891,06,013,306004,06013306004
"Census Tract 3040.04, Contra Costa County, California",3935,06,013,304004,06013304004
"Census Tract 3040.05, Contra Costa County, California",8623,06,013,304005,06013304005
"Census Tract 3060.03, Contra Costa County, California",5115,06,013,306003,06013306003
"Census Tract 3132.03, Contra Costa County, California",3299,06,013,313203,06013313203
"Census Tract 3132.04, Contra Costa County, California",5711,06,013,313204,06013313204
"Census Tract 3132.05, Contra Costa County, California",1676,06,013,313205,06013313205
"Census Tract 1211.01, Los Angeles County, California",2900,06,037,121101,06037121101
"Census Tract 1211.02, Los Angeles County, California",2724,06,037,121102,06037121102
"Census Tract 1212.21, Los Angeles County, California",2402,06,037,121221,06037121221
"Census Tract 1212.22, Los Angeles County, California",5378,06,037,121222,06037121222
"Census Tract 1218.01, Los Angeles County, California",2999,06,037,121801,06037121801
"Census Tract 1218.02, Los Angeles County, California",3249,06,037,121802,06037121802
"Census Tract 1221.21, Los Angeles County, California",2593,06,037,122121,06037122121
"Census Tract 1221.22, Los Angeles County, California",2652,06,037,122122,06037122122
"Census Tract 1239.01, Los Angeles County, California",4374,06,037,123901,06037123901
"Census Tract 1239.02, Los Angeles County, California",2499,06,037,123902,06037123902
"Census Tract 1241.03, Los Angeles County, California",1983,06,037,124103,06037124103
"Census Tract 1241.04, Los Angeles County, California",2444,06,037,124104,06037124104
"Census Tract 1241.05, Los Angeles County, California",2462,06,037,124105,06037124105
"Census Tract 1242.03, Los Angeles County, California",2537,06,037,124203,06037124203
"Census Tract 1242.04, Los Angeles County, California",2152,06,037,124204,06037124204
"Census Tract 1249.02, Los Angeles County, California",2654,06,037,124902,06037124902
"Census Tract 1249.03, Los Angeles County, California",3587,06,037,124903,06037124903
"Census Tract 1254.01, Los Angeles County, California",4729,06,037,125401,06037125401
"Census Tract 1254.02, Los Angeles County, California",4676,06,037,125402,06037125402
"Census Tract 1255.01, Los Angeles County, California",3127,06,037,125501,06037125501
"Census Tract 1255.02, Los Angeles County, California",3457,06,037,125502,06037125502
"Census Tract 1271.03, Los Angeles County, California",3187,06,037,127103,06037127103
"Census Tract 1271.04, Los Angeles County, California",3588,06,037,127104,06037127104
"Census Tract 1276.03, Los Angeles County, California",3154,06,037,127603,06037127603
"Census Tract 158.01, San Francisco County, California",4164,06,075,015801,06075015801
"Census Tract 158.02, San Francisco County, California",3321,06,075,015802,06075015802
"Census Tract 168.01, San Francisco County, California",3746,06,075,016801,06075016801
"Census Tract 168.02, San Francisco County, California",3642,06,075,016802,06075016802
"Census Tract 171.01, San Francisco County, California",3888,06,075,017101,06075017101
"Census Tract 171.02, San Francisco County, California",3828,06,075,017102,06075017102
"Census Tract 178.01, San Francisco County, California",3654,06,075,017801,06075017801
"Census Tract 178.02, San Francisco County, California",5782,06,075,017802,06075017802
"Census Tract 204.01, San Francisco County, California",3260,06,075,020401,06075020401
"Census Tract 204.02, San Francisco County, California",4675,06,075,020402,06075020402
"Census Tract 227.04, San Francisco County, California",3297,06,075,022704,06075022704
"Census Tract 257.01, San Francisco County, California",5307,06,075,025701,06075025701
"Census Tract 313.01, San Francisco County, California",4510,06,075,031301,06075031301
"Census Tract 257.02, San Francisco County, California",4427,06,075,025702,06075025702
"Census Tract 312.01, San Francisco County, California",7251,06,075,031201,06075031201
"Census Tract 312.02, San Francisco County, California",3515,06,075,031202,06075031202
"Census Tract 313.02, San Francisco County, California",6198,06,075,031302,06075031302
"Census Tract 326.01, San Francisco County, California",5404,06,075,032601,06075032601
"Census Tract 326.02, San Francisco County, California",4891,06,075,032602,06075032602
"Census Tract 328.01, San Francisco County, California",4396,06,075,032801,06075032801
"Census Tract 2501.04, Solano County, California",2047,06,095,250104,06095250104
"Census Tract 2501.05, Solano County, California",6784,06,095,250105,06095250105
"Census Tract 2501.06, Solano County, California",4802,06,095,250106,06095250106
"Census Tract 2506.04, Solano County, California",3862,06,095,250604,06095250604
"Census Tract 2506.05, Solano County, California",4130,06,095,250605,06095250605
"Census Tract 2508.01, Solano County, California",4073,06,095,250801,06095250801
"Census Tract 2523.10, Solano County, California",2941,06,095,252310,06095252310
"Census Tract 2523.11, Solano County, California",4422,06,095,252311,06095252311
"Census Tract 2523.12, Solano County, California",4117,06,095,252312,06095252312
"Census Tract 2523.13, Solano County, California",5843,06,095,252313,06095252313
"Census Tract 2523.14, Solano County, California",4466,06,095,252314,06095252314
"Census Tract 2523.15, Solano County, California",4741,06,095,252315,06095252315
"Census Tract 2523.16, Solano County, California",3915,06,095,252316,06095252316
"Census Tract 2523.17, Solano County, California",8551,06,095,252317,06095252317
"Census Tract 2526.10, Solano County, California",3051,06,095,252610,06095252610
"Census Tract 2526.11, Solano County, California",3700,06,095,252611,06095252611
"Census Tract 2528.01, Solano County, California",2998,06,095,252801,06095252801
"Census Tract 2528.02, Solano County, California",924,06,095,252802,06095252802
"Census Tract 2529.11, Solano County, California",4668,06,095,252911,06095252911
"Census Tract 2529.12, Solano County, California",5817,06,095,252912,06095252912
"Census Tract 2529.13, Solano County, California",4927,06,095,252913,06095252913
"Census Tract 2529.14, Solano County, California",5892,06,095,252914,06095252914
"Census Tract 2529.15, Solano County, California",4867,06,095,252915,06095252915
"Census Tract 432.54, Riverside County, California",5238,06,065,043254,06065043254
"Census Tract 432.56, Riverside County, California",3958,06,065,043256,06065043256
"Census Tract 432.57, Riverside County, California",9032,06,065,043257,06065043257
"Census Tract 432.62, Riverside County, California",5487,06,065,043262,06065043262
"Census Tract 432.64, Riverside County, California",7873,06,065,043264,06065043264
"Census Tract 432.65, Riverside County, California",7619,06,065,043265,06065043265
"Census Tract 432.66, Riverside County, California",5811,06,065,043266,06065043266
"Census Tract 432.67, Riverside County, California",6822,06,065,043267,06065043267
"Census Tract 432.70, Riverside County, California",6078,06,065,043270,06065043270
"Census Tract 432.71, Riverside County, California",3990,06,065,043271,06065043271
"Census Tract 432.72, Riverside County, California",4930,06,065,043272,06065043272
"Census Tract 432.74, Riverside County, California",2278,06,065,043274,06065043274
"Census Tract 432.76, Riverside County, California",3850,06,065,043276,06065043276
"Census Tract 433.16, Riverside County, California",3816,06,065,043316,06065043316
"Census Tract 432.78, Riverside County, California",6532,06,065,043278,06065043278
"Census Tract 432.79, Riverside County, California",5262,06,065,043279,06065043279
"Census Tract 432.91, Riverside County, California",8816,06,065,043291,06065043291
"Census Tract 433.17, Riverside County, California",8830,06,065,043317,06065043317
"Census Tract 435.12, Riverside County, California",7432,06,065,043512,06065043512
"Census Tract 435.13, Riverside County, California",3232,06,065,043513,06065043513
"Census Tract 435.17, Riverside County, California",7639,06,065,043517,06065043517
"Census Tract 436.01, Riverside County, California",4643,06,065,043601,06065043601
"Census Tract 436.02, Riverside County, California",3702,06,065,043602,06065043602
"Census Tract 438.10, Riverside County, California",5243,06,065,043810,06065043810
"Census Tract 438.11, Riverside County, California",4242,06,065,043811,06065043811
"Census Tract 438.12, Riverside County, California",5888,06,065,043812,06065043812
"Census Tract 438.13, Riverside County, California",5168,06,065,043813,06065043813
"Census Tract 438.14, Riverside County, California",908,06,065,043814,06065043814
"Census Tract 438.18, Riverside County, California",4826,06,065,043818,06065043818
"Census Tract 438.20, Riverside County, California",4878,06,065,043820,06065043820
"Census Tract 438.21, Riverside County, California",4775,06,065,043821,06065043821
"Census Tract 438.22, Riverside County, California",3602,06,065,043822,06065043822
"Census Tract 438.23, Riverside County, California",9680,06,065,043823,06065043823
"Census Tract 33.02, San Bernardino County, California",6145,06,071,003302,06071003302
"Census Tract 34.04, San Bernardino County, California",5157,06,071,003404,06071003404
"Census Tract 34.05, San Bernardino County, California",5457,06,071,003405,06071003405
"Census Tract 35.03, San Bernardino County, California",5920,06,071,003503,06071003503
"Census Tract 1276.04, Los Angeles County, California",3093,06,037,127604,06037127604
"Census Tract 1276.05, Los Angeles County, California",3998,06,037,127605,06037127605
"Census Tract 1276.06, Los Angeles County, California",3499,06,037,127606,06037127606
"Census Tract 1277.11, Los Angeles County, California",3451,06,037,127711,06037127711
"Census Tract 1277.12, Los Angeles County, California",3669,06,037,127712,06037127712
"Census Tract 1278.03, Los Angeles County, California",4675,06,037,127803,06037127803
